id,name,gender,gender_probability,age,age_group,country_id,country_name,country_probability,created_at
019dba39-afb3-7c97-b068-0bd472eb0ad0,Joy Tchalla,female,0.66,7,child,GH,Ghana,0.31,2026-04-23T12:03:55.955Z
019dba39-b0f6-73b8-f54e-661c477b028a,Jacques Mobutu,male,0.76,12,child,CM,Cameroon,0.29,2026-04-23T12:03:56.278Z
019dba39-b1eb-708a-abd7-ae83550e3908,Chipo Mthembu,female,0.91,90,senior,SZ,Eswatini,0.57,2026-04-23T12:03:56.523Z
019dba39-b2e3-769b-dbb1-d7bc25a92fd8,Abena Adeyemi,female,0.68,64,senior,EH,Western Sahara,0.59,2026-04-23T12:03:56.771Z
019dba39-b41d-7884-ebd2-e2cb84b75996,Samuel Boateng,male,0.75,14,teenager,SN,Senegal,0.36,2026-04-23T12:03:57.085Z
019dba39-b543-73ba-2338-60b38bb06c3b,Kariuki Adhiambo,male,0.83,58,adult,UG,Uganda,0.8,2026-04-23T12:03:57.379Z
019dba39-b673-7f82-78c8-3f4ed48b8fcd,Awino Ndlovu,female,0.84,39,adult,KE,Kenya,0.7,2026-04-23T12:03:57.683Z
019dba39-b7a5-7eac-d38f-add9cbb7d898,Adwoa Ouédraogo,female,0.8,31,adult,ML,Mali,0.75,2026-04-23T12:03:57.989Z
019dba39-b8d9-7a85-4759-23c018ca88de,Lamine Sow,male,0.88,27,adult,SN,Senegal,0.83,2026-04-23T12:03:58.297Z
019dba39-b9d0-71b3-b207-b4c0152ee789,Bekele Tesfaye,male,0.85,78,senior,MZ,Mozambique,0.12,2026-04-23T12:03:58.544Z
019dba39-bad5-729d-084f-5601cf4d53f0,Barbara Davis,female,0.69,43,adult,BR,Brazil,0.77,2026-04-23T12:03:58.805Z
019dba39-bbcb-79bc-0dbc-e8edbccbf3e8,Mazvita Moyo,female,0.88,51,adult,AO,Angola,0.14,2026-04-23T12:03:59.051Z
019dba39-bcd3-7bb6-826a-2227f77cc96f,Themba Ncube,male,0.8,40,adult,ZA,South Africa,0.48,2026-04-23T12:03:59.315Z
019dba39-bded-759b-04d7-ef871677eecd,Takudzwa Ncube,male,0.85,17,teenager,ST,São Tomé and Príncipe,0.5,2026-04-23T12:03:59.597Z
019dba39-bf20-799b-eea6-da39c207bb00,Farah Masondo,male,0.97,88,senior,MZ,Mozambique,0.48,2026-04-23T12:03:59.904Z
019dba39-c018-71b6-6f4a-1023318755b6,John Johnson,male,0.66,80,senior,FR,France,0.16,2026-04-23T12:04:00.152Z
019dba39-c111-78a8-c669-ba4eadde9750,Amadou Antwi,male,0.73,27,adult,EH,Western Sahara,0.71,2026-04-23T12:04:00.401Z
019dba39-c233-78b5-271e-147cad49439f,Maame Chukwu,female,0.89,77,senior,TG,Togo,0.47,2026-04-23T12:04:00.691Z
019dba39-c33b-79bd-9158-66060ef07575,Bekele Achieng,male,0.89,43,adult,KE,Kenya,0.11,2026-04-23T12:04:00.955Z
019dba39-c44d-7092-e2f4-0de9d8827e4b,Marie Ondimba,female,0.84,31,adult,CG,Republic of the Congo,0.9,2026-04-23T12:04:01.229Z
019dba39-c566-76b6-5c99-570ae4bfa8ce,Melissa Williams,female,0.78,32,adult,BR,Brazil,0.12,2026-04-23T12:04:01.510Z
019dba39-c699-73b3-dab5-a5445355a95a,Ibrahim Mohamed,male,0.69,32,adult,MU,Mauritius,0.21,2026-04-23T12:04:01.817Z
019dba39-c7a2-71aa-fbc1-71c87c50adfb,Hassan Kamau,male,0.75,32,adult,DJ,Djibouti,0.77,2026-04-23T12:04:02.082Z
019dba39-c9c4-7e82-b656-45469594de5a,Mwangi Otieno,male,0.87,20,adult,ET,Ethiopia,0.47,2026-04-23T12:04:02.628Z
019dba39-cad6-7184-98c7-fbcdca6b9c7d,Thandiwe Mpofu,female,0.94,48,adult,ZW,Zimbabwe,0.45,2026-04-23T12:04:02.902Z
019dba39-d2a8-72a0-92f7-218f3d0347e1,Younes Mansouri,male,0.77,42,adult,MA,Morocco,0.53,2026-04-23T12:04:04.904Z
019dba39-d3ba-7486-9be6-b9416582ec7e,Favour Barro,female,0.99,86,senior,ML,Mali,0.71,2026-04-23T12:04:05.178Z
019dba39-d4b7-729a-f0c2-7610ed213706,Ebo Adeyemi,male,0.91,29,adult,NG,Nigeria,0.58,2026-04-23T12:04:05.431Z
019dba39-d5b2-738d-3fa5-2cd584c32605,Djeneba Bah,female,0.77,47,adult,GW,Guinea-Bissau,0.62,2026-04-23T12:04:05.682Z
019dba39-d6cf-7998-dd3d-32c034f4f93f,Hélène Lumumba,female,0.75,15,teenager,CD,DR Congo,0.67,2026-04-23T12:04:05.967Z
019dba39-d7d5-7898-905f-72ee7d330f18,David Sow,male,0.67,58,adult,BJ,Benin,0.47,2026-04-23T12:04:06.229Z
019dba39-d8e6-77a1-bfd0-006db34ae0b9,Véronique Kalonji,female,0.78,18,teenager,CM,Cameroon,0.63,2026-04-23T12:04:06.503Z
019dba39-da27-7e9c-7104-fff2aeec85dd,Patricia Garcia,female,0.65,37,adult,GB,United Kingdom,0.48,2026-04-23T12:04:06.823Z
019dba39-db87-7897-7089-1143eb23ebde,Kojo Chukwu,male,0.72,5,child,NG,Nigeria,0.25,2026-04-23T12:04:07.175Z
019dba39-dca8-7499-8ea8-69ecd1ea06bd,Nompumelelo Nxumalo,female,0.88,37,adult,MU,Mauritius,0.46,2026-04-23T12:04:07.464Z
019dba39-dded-79a6-afde-80b42bd5e763,Jeffrey Taylor,male,0.89,18,teenager,FR,France,0.89,2026-04-23T12:04:07.789Z
019dba39-df26-7f89-a16d-2f2034514d68,Kwame Tchalla,male,0.76,39,adult,NG,Nigeria,0.43,2026-04-23T12:04:08.102Z
019dba39-e0d4-79b3-232c-a947bbef8f99,Sarah Brown,female,0.82,39,adult,IN,India,0.92,2026-04-23T12:04:08.532Z
019dba39-e1ec-769b-0c10-4c42bd964764,Amina Tadesse,female,0.71,74,senior,SO,Somalia,0.69,2026-04-23T12:04:08.812Z
019dba39-e33d-7a9f-de9e-bde93ea31093,Serge Mensah,male,0.9,53,adult,MR,Mauritania,0.37,2026-04-23T12:04:09.149Z
019dba39-e4cc-789c-452e-61415fc8928b,Louis Eyeghe,male,0.76,51,adult,CM,Cameroon,0.19,2026-04-23T12:04:09.548Z
019dba39-e65e-7faf-ee48-c610ed7edf88,Yaw Touré,male,0.85,33,adult,GH,Ghana,0.62,2026-04-23T12:04:09.950Z
019dba39-e7f7-7e8b-de94-46c153c345f7,Desta Dlamini,male,0.91,90,senior,ET,Ethiopia,0.67,2026-04-23T12:04:10.359Z
019dba39-e92b-77b1-2f2c-21d901167fd9,Jeanne Kabila,female,0.79,22,adult,CF,Central African Republic,0.89,2026-04-23T12:04:10.667Z
019dba39-ea41-7fa4-248e-8d3a87ec4aea,Nandi Achieng,female,0.83,13,teenager,KE,Kenya,0.36,2026-04-23T12:04:10.945Z
019dba39-eb42-7b92-8911-53d130a6a7cd,Walid El Fassi,male,0.85,54,adult,LY,Libya,0.78,2026-04-23T12:04:11.202Z
019dba39-ecf2-7fa5-3961-71efa2df3a41,Kadiatou Tchalla,female,0.86,50,adult,CI,Côte d'Ivoire,0.13,2026-04-23T12:04:11.634Z
019dba39-ee0c-7a83-2d93-2f1ea1e001e6,Ahmed Tazi,male,0.73,32,adult,EG,Egypt,0.31,2026-04-23T12:04:11.916Z
019dba39-ef37-74ac-2a21-da6003594ce5,Tigist Abdi,female,0.94,25,adult,RW,Rwanda,0.67,2026-04-23T12:04:12.215Z
019dba39-f045-72bd-2973-e8b9ec542269,Mark Hounsou,male,0.94,41,adult,CI,Côte d'Ivoire,0.77,2026-04-23T12:04:12.485Z
019dba39-f1f0-7cbe-313f-2b7442aa9e04,Thérèse Mukendi,female,0.8,49,adult,TD,Chad,0.43,2026-04-23T12:04:12.912Z
019dba39-f326-7dbe-c937-22ff44c46578,Njoroge Mwangi,male,0.75,43,adult,ET,Ethiopia,0.12,2026-04-23T12:04:13.222Z
019dba39-f46a-7aaf-7b2b-5319348bc034,Kathleen Adams,female,0.9,28,adult,US,United States,0.46,2026-04-23T12:04:13.546Z
019dba39-f5f2-7e9b-9db0-c9b227323410,Arsène Camara,male,0.88,15,teenager,NG,Nigeria,0.45,2026-04-23T12:04:13.938Z
019dba39-f721-70b4-42c7-47936e47e5bc,Lindiwe Mpofu,female,0.94,90,senior,ZA,South Africa,0.62,2026-04-23T12:04:14.241Z
019dba39-f8bd-77bb-b526-e556b5771dc3,Akua Darko,female,0.72,41,adult,GN,Guinea,0.8,2026-04-23T12:04:14.653Z
019dba39-f9d5-788d-2f3a-2267e839a4cf,Themba Girma,male,0.71,8,child,KE,Kenya,0.7,2026-04-23T12:04:14.933Z
019dba39-fb02-7798-4945-d02c1e6d488b,Nandi Abdi,female,0.68,34,adult,MU,Mauritius,0.15,2026-04-23T12:04:15.235Z
019dba39-fc24-7cae-daf4-6686f3463cdc,David White,male,0.81,55,adult,FR,France,0.24,2026-04-23T12:04:15.524Z
019dba39-fd48-74b0-7e49-649672fb647a,Munashe Nkosi,male,0.82,22,adult,ZA,South Africa,0.68,2026-04-23T12:04:15.816Z
019dba39-fe43-71b5-2619-0f4db5b21386,Femi Dossou,male,0.92,14,teenager,GM,Gambia,0.88,2026-04-23T12:04:16.067Z
019dba39-ff55-738d-9e2a-0dd42ba4da83,Michelle Martin,female,0.8,22,adult,BR,Brazil,0.92,2026-04-23T12:04:16.341Z
019dba3a-00b9-75aa-228b-5fa53359e127,Emmanuel Afolabi,male,0.87,37,adult,CI,Côte d'Ivoire,0.52,2026-04-23T12:04:16.698Z
019dba3a-0226-759f-e88f-825da094e57b,Coumba Chukwu,female,0.95,22,adult,MR,Mauritania,0.8,2026-04-23T12:04:17.062Z
019dba3a-0343-78bb-0d23-94fd8a081f9f,Steven Scott,male,0.78,21,adult,DE,Germany,0.21,2026-04-23T12:04:17.347Z
019dba3a-0441-7b91-889d-520765037d60,Khaled Berrada,male,0.92,35,adult,MA,Morocco,0.34,2026-04-23T12:04:17.601Z
019dba3a-0540-7abe-fb48-4d05624b9b85,Mutua Kamau,male,0.73,29,adult,RW,Rwanda,0.88,2026-04-23T12:04:17.856Z
019dba3a-0675-7db0-4932-74cc9d2b7920,Hajar Filali,female,0.93,22,adult,SD,Sudan,0.1,2026-04-23T12:04:18.165Z
019dba3a-0786-7087-fd6b-4272d15d4781,Maame Eze,female,0.88,32,adult,SN,Senegal,0.57,2026-04-23T12:04:18.438Z
019dba3a-087b-7ca0-5670-9903767bd56f,Tanaka Moyo,male,0.76,51,adult,ZA,South Africa,0.64,2026-04-23T12:04:18.683Z
019dba3a-0989-799d-bf95-8d32e8df8cb9,Lindiwe Dube,female,0.76,51,adult,ZA,South Africa,0.4,2026-04-23T12:04:18.953Z
019dba3a-0a82-74bb-b64c-6c5b0723487b,Marcel Eyeghe,male,0.77,37,adult,CD,DR Congo,0.34,2026-04-23T12:04:19.202Z
019dba3a-0b88-798a-513d-0e1fdc617c36,Kojo Amoah,male,0.73,48,adult,CI,Côte d'Ivoire,0.56,2026-04-23T12:04:19.464Z
019dba3a-0cb9-7387-afe1-719d3c165b37,Ali Njoroge,male,0.89,5,child,MW,Malawi,0.57,2026-04-23T12:04:19.770Z
019dba3a-0db9-7183-5a5d-08f0539aef30,Ramatu Otieno,female,0.84,28,adult,MZ,Mozambique,0.23,2026-04-23T12:04:20.025Z
019dba3a-0ec8-7395-ab94-e6e5ade4310c,Samuel Konaté,male,0.92,22,adult,GH,Ghana,0.75,2026-04-23T12:04:20.296Z
019dba3a-0ff3-77b4-f878-a1eaab46f3b5,Girma Omar,male,0.94,54,adult,UG,Uganda,0.79,2026-04-23T12:04:20.595Z
019dba3a-10ec-75a2-1ba7-04db583eec6c,Khaled Tahir,male,0.99,72,senior,MA,Morocco,0.39,2026-04-23T12:04:20.844Z
019dba3a-11f2-7d85-fde6-f96296a4ff9f,Patricia Anderson,female,0.76,20,adult,DE,Germany,0.47,2026-04-23T12:04:21.106Z
019dba3a-1302-7e8d-d77b-7371af884837,Nyasha Mpofu,female,0.68,73,senior,BW,Botswana,0.3,2026-04-23T12:04:21.378Z
019dba3a-1406-75a8-3cb3-b34eeed92c4b,Zanele Ouma,female,0.73,14,teenager,ET,Ethiopia,0.38,2026-04-23T12:04:21.638Z
019dba3a-150c-7ab2-3fab-c4bad90d9125,Fatoumata Okafor,female,0.95,45,adult,SN,Senegal,0.41,2026-04-23T12:04:21.900Z
019dba3a-16ba-748f-18cf-aba0fbf21d33,Moussa Segla,male,0.8,19,teenager,NG,Nigeria,0.56,2026-04-23T12:04:22.330Z
019dba3a-17bf-7487-7038-93f16553d0fc,Faith Compaoré,female,0.84,13,teenager,BF,Burkina Faso,0.89,2026-04-23T12:04:22.591Z
019dba3a-18cb-7b8b-2ff9-f4ba90d9d16a,Ibrahim Mthembu,male,0.89,6,child,TZ,Tanzania,0.66,2026-04-23T12:04:22.859Z
019dba3a-19f0-71bb-5ad6-ce8e3b369a3d,Favour Tchalla,female,0.94,79,senior,NG,Nigeria,0.84,2026-04-23T12:04:23.152Z
019dba3a-1b25-728c-a594-58e6f7c5d9ac,Jama Masondo,male,0.85,42,adult,SO,Somalia,0.17,2026-04-23T12:04:23.461Z
019dba3a-1c54-739f-be5f-e4cea6b47fb7,Nyambura Cele,female,0.87,50,adult,TZ,Tanzania,0.56,2026-04-23T12:04:23.764Z
019dba3a-1dd9-7e8c-16fb-e8e9ac18a637,Bekele Alemu,male,0.89,26,adult,KE,Kenya,0.66,2026-04-23T12:04:24.153Z
019dba3a-1ed0-7db9-df7a-226c400afdc9,Jeffrey Perez,male,0.84,45,adult,JP,Japan,0.34,2026-04-23T12:04:24.400Z
019dba3a-1fed-7e8e-c4ba-1120adb35219,Kimani Haile,male,0.92,57,adult,SO,Somalia,0.3,2026-04-23T12:04:24.685Z
019dba3a-20e7-7985-6950-4255e2d86fec,Lindiwe Mthembu,female,0.85,87,senior,AO,Angola,0.4,2026-04-23T12:04:24.935Z
019dba3a-220c-778d-5a8e-d35bf6c38c24,Bongani Tesfaye,male,0.67,16,teenager,SC,Seychelles,0.13,2026-04-23T12:04:25.228Z
019dba3a-2338-70b7-de22-40fc3f80a3d9,Deborah Williams,female,0.73,48,adult,BR,Brazil,0.66,2026-04-23T12:04:25.528Z
019dba3a-244d-7099-e515-69806579f9db,Jeanne Tshisekedi,female,0.98,5,child,CD,DR Congo,0.53,2026-04-23T12:04:25.805Z
019dba3a-2557-7993-dc4f-5347cafb6ea8,Mpho Dlamini,male,0.79,44,adult,ZW,Zimbabwe,0.83,2026-04-23T12:04:26.071Z
019dba3a-26bb-7bae-f3fb-61334e3981ee,Esi Darko,female,0.73,46,adult,GH,Ghana,0.56,2026-04-23T12:04:26.427Z
019dba3a-27b7-77a2-7ee8-1348fac56bf0,Calixte Compaoré,male,0.98,43,adult,NG,Nigeria,0.84,2026-04-23T12:04:26.680Z
019dba3a-28bf-7d95-a49d-8ccaea22958e,Mulu Desta,female,0.76,38,adult,ET,Ethiopia,0.48,2026-04-23T12:04:26.943Z
019dba3a-29f2-7784-77fd-85fedfc374a0,Lamine Mensah,male,0.9,50,adult,SN,Senegal,0.56,2026-04-23T12:04:27.250Z
019dba3a-2b21-768a-c4dd-580a6c8f4cc2,Adaeze Gbessi,female,0.75,19,teenager,NG,Nigeria,0.39,2026-04-23T12:04:27.553Z
019dba3a-2c18-7cb8-8c44-cde02b97f4ee,Laila Hajji,female,0.98,52,adult,TN,Tunisia,0.27,2026-04-23T12:04:27.800Z
019dba3a-2d22-76ba-9a9c-f9415dbadd9e,Amara Jama,male,0.8,25,adult,KE,Kenya,0.63,2026-04-23T12:04:28.066Z
019dba3a-2e1d-78a2-14a6-7fbb280d4cb6,Véronique Kasavubu,female,0.7,8,child,CD,DR Congo,0.93,2026-04-23T12:04:28.317Z
019dba3a-2f86-72a0-56e3-e8e7ec08619a,Abdi Mengistu,male,0.89,18,teenager,ET,Ethiopia,0.45,2026-04-23T12:04:28.678Z
019dba3a-309e-7e92-854a-33b5e627d20b,Bongani Adhiambo,male,0.85,62,senior,UG,Uganda,0.91,2026-04-23T12:04:28.958Z
019dba3a-31ed-7787-2cb3-069e053ac095,Halima Hassan,female,0.72,35,adult,SS,South Sudan,0.72,2026-04-23T12:04:29.293Z
019dba3a-3389-70ba-9995-2e2db127f2cd,Ebo Adomou,male,0.98,32,adult,BJ,Benin,0.82,2026-04-23T12:04:29.705Z
019dba3a-3483-75aa-d185-eaa20dd0fe9b,Getachew Abdi,male,0.96,54,adult,UG,Uganda,0.86,2026-04-23T12:04:29.955Z
019dba3a-3579-7888-ebce-5b19ad404763,Thabo Jama,male,0.67,46,adult,BI,Burundi,0.92,2026-04-23T12:04:30.201Z
019dba3a-367b-7081-7538-40cc5972f79c,Kobina Nikiéma,male,0.88,30,adult,ML,Mali,0.75,2026-04-23T12:04:30.459Z
019dba3a-3799-7995-638c-099c17db7216,Ayasha Awino,female,0.75,58,adult,ET,Ethiopia,0.33,2026-04-23T12:04:30.745Z
019dba3a-388f-71a8-6ca5-b2d378bb69b3,Nyasha Cele,female,0.79,59,adult,LS,Lesotho,0.35,2026-04-23T12:04:30.991Z
019dba3a-39ec-7ea5-fdb1-12a96d5e041d,Thomas Turner,male,0.68,28,adult,CA,Canada,0.83,2026-04-23T12:04:31.340Z
019dba3a-3b0b-7680-52ce-7721a02fb210,Faith Sidibé,female,0.68,38,adult,LR,Liberia,0.63,2026-04-23T12:04:31.627Z
019dba3a-3c11-7e9d-8973-381433289185,Zulai Shabalala,female,0.91,39,adult,TZ,Tanzania,0.2,2026-04-23T12:04:31.889Z
019dba3a-3d0b-78b3-4d74-7340a9ce1ad2,Timothy Martin,male,0.88,56,adult,DE,Germany,0.88,2026-04-23T12:04:32.139Z
019dba3a-3e2c-75a8-5f58-6997815b758f,Sipho Ncube,male,0.93,51,adult,ZA,South Africa,0.29,2026-04-23T12:04:32.429Z
019dba3a-3f51-70b4-15ab-fe9e0f547854,Paul Kabila,male,0.98,18,teenager,CM,Cameroon,0.81,2026-04-23T12:04:32.721Z
019dba3a-4054-778b-c126-debeab5f2675,Jeffrey Hill,male,0.74,47,adult,GB,United Kingdom,0.52,2026-04-23T12:04:32.980Z
019dba3a-4193-7084-6b55-131047ed0cf1,Michelle Scott,female,0.89,88,senior,FR,France,0.48,2026-04-23T12:04:33.299Z
019dba3a-42ba-76a5-387a-793905ae4120,Nandi Cele,female,0.76,84,senior,KE,Kenya,0.59,2026-04-23T12:04:33.594Z
019dba3a-43b5-71bd-3e91-ca7f61530666,Mamadou Agyei,male,0.84,49,adult,ML,Mali,0.77,2026-04-23T12:04:33.845Z
019dba3a-44d2-79bd-8ac1-ea053644a21b,Nokwanda Cele,female,0.85,81,senior,MZ,Mozambique,0.9,2026-04-23T12:04:34.130Z
019dba3a-45d5-768f-a8e2-603efc443ae1,Nokwanda Shabalala,female,0.75,41,adult,ZM,Zambia,0.21,2026-04-23T12:04:34.389Z
019dba3a-46fc-7bbb-7c3d-67df5b99cde9,Yaa Lokossou,female,0.9,89,senior,CV,Cape Verde,0.8,2026-04-23T12:04:34.684Z
019dba3a-4828-7584-a78d-3348780ba4d9,Mpho Bekele,male,0.79,77,senior,SO,Somalia,0.86,2026-04-23T12:04:34.984Z
019dba3a-494d-73be-bbac-ee44ef43c516,Efua Okafor,female,0.82,47,adult,CI,Côte d'Ivoire,0.59,2026-04-23T12:04:35.277Z
019dba3a-4a6d-7ea2-3d7e-a9567306ed6d,Mutua Cele,male,0.65,8,child,RW,Rwanda,0.46,2026-04-23T12:04:35.565Z
019dba3a-4b7c-7390-1e43-904d16d445ed,Adhiambo Tesfaye,female,0.69,27,adult,ET,Ethiopia,0.79,2026-04-23T12:04:35.836Z
019dba3a-4c98-73af-f1e5-341c7751d69c,Waweru Elmi,male,0.67,21,adult,TZ,Tanzania,0.23,2026-04-23T12:04:36.120Z
019dba3a-4df0-7b99-b6ef-499653f09dfa,Aminata Antwi,female,0.68,78,senior,TG,Togo,0.25,2026-04-23T12:04:36.464Z
019dba3a-4f23-729b-eb69-3445a91f7dc3,Coumba Sow,female,0.75,87,senior,SN,Senegal,0.23,2026-04-23T12:04:36.771Z
019dba3a-5017-7399-caa7-d7af7c675534,Segun Sidibé,male,0.85,89,senior,ML,Mali,0.26,2026-04-23T12:04:37.015Z
019dba3a-513e-7b98-2954-af4914cb35fa,Thandeka Elmi,female,0.73,83,senior,KE,Kenya,0.17,2026-04-23T12:04:37.310Z
019dba3a-5251-7085-b491-b3cb7e1fd546,Amina Girma,female,0.87,58,adult,TZ,Tanzania,0.52,2026-04-23T12:04:37.585Z
019dba3a-535a-7da8-5467-1b265f71ee53,Joseph Chukwu,male,0.93,18,teenager,NG,Nigeria,0.16,2026-04-23T12:04:37.850Z
019dba3a-5469-7e87-3920-36f059cf670c,Maame Touré,female,0.82,18,teenager,GM,Gambia,0.33,2026-04-23T12:04:38.121Z
019dba3a-559a-79ab-abbd-b0395e826d19,Henri Obiang,male,0.89,45,adult,GQ,Equatorial Guinea,0.48,2026-04-23T12:04:38.426Z
019dba3a-5e1b-7cb5-3b1a-007cfcd275c5,Rachid Lamrani,male,0.97,77,senior,EG,Egypt,0.28,2026-04-23T12:04:40.603Z
019dba3a-5f88-7ba1-4c28-dc2103717b5e,Ahmed Amrani,male,0.98,51,adult,LY,Libya,0.63,2026-04-23T12:04:40.968Z
019dba3a-608f-7892-870f-a948ac4c23a3,Kojo Eze,male,0.88,24,adult,NG,Nigeria,0.86,2026-04-23T12:04:41.231Z
019dba3a-61aa-77ac-a375-aa11a41c9ac8,Gloire Ondimba,female,0.97,24,adult,CM,Cameroon,0.4,2026-04-23T12:04:41.514Z
019dba3a-62d5-7799-5bfd-814db70ec4c4,Anthony Hill,male,0.75,21,adult,GB,United Kingdom,0.38,2026-04-23T12:04:41.813Z
019dba3a-63eb-7e80-dc38-561fc02e6d2f,Jacques Ondimba,male,0.67,20,adult,CF,Central African Republic,0.94,2026-04-23T12:04:42.091Z
019dba3a-656a-7888-fe66-51a477615e94,Wangari Mohamed,female,0.74,70,senior,KE,Kenya,0.73,2026-04-23T12:04:42.474Z
019dba3a-667f-7284-7af7-f9dfb86cccec,Jacob Thomas,male,0.84,62,senior,JP,Japan,0.65,2026-04-23T12:04:42.751Z
019dba3a-6775-7b85-0601-7efed493cc94,Barbara Carter,female,0.68,46,adult,GB,United Kingdom,0.36,2026-04-23T12:04:42.997Z
019dba3a-6884-7bb2-15e9-a2a129d4ca3b,Louis Bongo,male,0.9,7,child,CD,DR Congo,0.62,2026-04-23T12:04:43.268Z
019dba3a-697b-7589-b936-360cd7eae961,Bilkisu Hassan,female,0.68,38,adult,TZ,Tanzania,0.52,2026-04-23T12:04:43.515Z
019dba3a-6a78-71b6-a841-7c0d9156c225,Florentine Camara,female,0.68,59,adult,BJ,Benin,0.34,2026-04-23T12:04:43.768Z
019dba3a-6b85-7f98-b5a7-8375299a8557,Hyacinthe Ping,male,0.95,68,senior,CG,Republic of the Congo,0.7,2026-04-23T12:04:44.037Z
019dba3a-6c7b-7ea5-fc30-ba6ed20cf228,Paul Garcia,male,0.96,33,adult,US,United States,0.8,2026-04-23T12:04:44.283Z
019dba3a-6d8c-7a9a-f8c4-31cc8feb4c34,Jennifer Roberts,female,0.96,24,adult,JP,Japan,0.3,2026-04-23T12:04:44.556Z
019dba3a-6eab-7ca7-b3bd-313a14397c5a,Estelle Tchalla,female,0.97,58,adult,GH,Ghana,0.82,2026-04-23T12:04:44.843Z
019dba3a-6fb4-78a4-9f99-e36e751c4ed0,Emmanuel Tchalla,male,0.84,12,child,GH,Ghana,0.45,2026-04-23T12:04:45.108Z
019dba3a-70ae-739c-4025-b2e106f936e4,John Nelson,male,0.91,38,adult,US,United States,0.16,2026-04-23T12:04:45.358Z
019dba3a-71cd-7d9b-ca1f-5e66c1fd6c4d,Othmane Rachidi,male,0.73,58,adult,MA,Morocco,0.19,2026-04-23T12:04:45.645Z
019dba3a-7300-7389-a258-f2ba73461c9d,Rumbidzai Nkosi,female,0.82,18,teenager,ST,São Tomé and Príncipe,0.3,2026-04-23T12:04:45.952Z
019dba3a-73f7-799a-e797-b28023185dbd,Margaret Edwards,female,0.79,49,adult,US,United States,0.21,2026-04-23T12:04:46.199Z
019dba3a-74fc-7b8e-ac3a-822469906464,Joseph Flores,male,0.91,71,senior,US,United States,0.29,2026-04-23T12:04:46.460Z
019dba3a-75f0-7fb3-0c6d-abca0365832c,Sekai Nkomo,female,0.94,29,adult,ZM,Zambia,0.88,2026-04-23T12:04:46.704Z
019dba3a-776c-7d98-e4d3-44b2691a6007,Ekow Afolabi,male,0.91,11,child,GH,Ghana,0.13,2026-04-23T12:04:47.084Z
019dba3a-7865-7798-02f7-1a9a3af2b1ac,Hassan Haile,male,0.65,33,adult,DJ,Djibouti,0.32,2026-04-23T12:04:47.333Z
019dba3a-795f-728b-bc37-8502ccfd4c12,Aimée Kalonji,female,0.98,15,teenager,GQ,Equatorial Guinea,0.84,2026-04-23T12:04:47.584Z
019dba3a-7a6c-74bb-343c-85a2ccd836e0,Innocent Kalonji,male,0.77,52,adult,CM,Cameroon,0.17,2026-04-23T12:04:47.853Z
019dba3a-7b77-7e8b-b7d8-7c505654401e,Kwame Camara,male,0.8,15,teenager,SL,Sierra Leone,0.8,2026-04-23T12:04:48.119Z
019dba3a-7c6f-759e-ebb9-fdf1b0e1597a,Jeffrey Thompson,male,0.91,41,adult,GB,United Kingdom,0.8,2026-04-23T12:04:48.367Z
019dba3a-7dcc-76bc-c29b-c96ce5a42141,Ramatu Ahmed,female,0.99,25,adult,UG,Uganda,0.17,2026-04-23T12:04:48.716Z
019dba3a-7ec3-7dbd-58dd-745d4af7b61a,Cheikh Afolabi,male,0.84,47,adult,BJ,Benin,0.91,2026-04-23T12:04:48.963Z
019dba3a-80df-7c8f-6162-a854c49ef384,Nokwanda Nkosi,female,0.65,26,adult,TZ,Tanzania,0.48,2026-04-23T12:04:49.503Z
019dba3a-81ed-738d-35ea-25fd632186aa,Zineb Amrani,female,0.87,62,senior,EG,Egypt,0.23,2026-04-23T12:04:49.773Z
019dba3a-82e5-70af-a5f0-7fe2964e3657,Nana Gbagbo,male,0.76,23,adult,GN,Guinea,0.11,2026-04-23T12:04:50.021Z
019dba3a-87ed-7d98-4650-277445779080,Aminata Igwe,female,0.95,41,adult,NG,Nigeria,0.4,2026-04-23T12:04:51.309Z
019dba3a-8920-709f-10d0-7ee597fe4715,Ebo Asante,male,0.77,14,teenager,BJ,Benin,0.78,2026-04-23T12:04:51.616Z
019dba3a-8abb-7994-02d1-82ab8dfc29e4,Amara Ndlovu,male,0.87,43,adult,UG,Uganda,0.94,2026-04-23T12:04:52.027Z
019dba3a-8bb1-7f91-e6e0-899e5c28d4e2,George Turner,male,0.94,89,senior,US,United States,0.16,2026-04-23T12:04:52.273Z
019dba3a-8cbc-70a5-30f5-1c104946bd44,Nompumelelo Ncube,female,0.76,57,adult,AO,Angola,0.22,2026-04-23T12:04:52.540Z
019dba3a-8db7-7e8c-9f5f-8074018ab5a3,Coumba Sawadogo,female,0.76,50,adult,GH,Ghana,0.41,2026-04-23T12:04:52.791Z
019dba3a-8f7d-7f88-9dbc-4a79659f7ec6,Hervé Tapsoba,male,0.87,51,adult,BJ,Benin,0.64,2026-04-23T12:04:53.245Z
019dba3a-90b9-73a0-cc49-02069523b243,Yeshi Awino,female,0.7,12,child,TZ,Tanzania,0.27,2026-04-23T12:04:53.561Z
019dba3a-91ae-72ba-9243-6e878302e7a2,Araba Owusu,female,0.78,36,adult,SL,Sierra Leone,0.85,2026-04-23T12:04:53.806Z
